epoch,accuracy,loss,val_accuracy,val_loss
0,0.0005322921788319945,7.624885082244873,0.00047993430052883923,7.625004768371582
1,0.0005880218814127147,7.623344421386719,0.0004820212780032307,7.625595569610596
2,0.0006114590796642005,7.621645450592041,0.00048410778981633484,7.628175258636475
3,0.0006640639621764421,7.620213985443115,0.00045698092435486615,7.627906799316406
4,0.0007072920561768115,7.618381977081299,0.0005467082955874503,7.628468990325928
5,0.0007750018849037588,7.615794658660889,0.0005383616080507636,7.628891468048096
6,0.0007932306034490466,7.6141180992126465,0.0006426952895708382,7.628700256347656
7,0.0008302098140120506,7.612860202789307,0.000613481504842639,7.62915563583374
8,0.0008479171083308756,7.611761093139648,0.0005780084175057709,7.63057279586792
9,0.0008562511648051441,7.610559463500977,0.0004736745322588831,7.662766456604004
10,0.0008546874742023647,7.609340667724609,0.0004945411346852779,7.673073768615723
11,0.0008718763128854334,7.607889175415039,0.0005905285943299532,7.630188941955566
12,0.0008932292694225907,7.60617208480835,0.0006364352884702384,7.632752418518066
13,0.0008682297775521874,7.604133605957031,0.0006531284307129681,7.632712364196777
14,0.0008901041001081467,7.600707054138184,0.0006113951676525176,7.629646301269531
15,0.0011067704763263464,7.5821943283081055,0.0007678954862058163,7.61937141418457
16,0.016520323231816292,7.358550548553467,0.0026104263961315155,7.466176986694336
17,0.09859739989042282,7.0152740478515625,0.011927420273423195,7.258138179779053
18,0.16684849560260773,6.836045265197754,0.009339941665530205,7.430710315704346
19,0.1435994654893875,6.96797513961792,0.00948183424770832,7.44856595993042
20,0.22898517549037933,6.576613903045654,0.1781100034713745,5.794718265533447
21,0.25608596205711365,6.420938968658447,0.18865185976028442,5.651424884796143
22,0.27258536219596863,6.323326110839844,0.3170051574707031,5.303451061248779
23,0.3048962354660034,6.136290550231934,0.22381222248077393,5.8518242835998535
24,0.33160415291786194,5.991624355316162,0.40707650780677795,5.132015705108643
25,0.3512004017829895,5.8755292892456055,0.38919344544410706,4.919886112213135
26,0.34518957138061523,5.897781848907471,0.185770183801651,6.078530788421631
27,0.3313649296760559,5.961451053619385,0.2920360565185547,5.994360446929932
28,0.3562130033969879,5.812347888946533,0.27979564666748047,6.130415916442871
29,0.35488393902778625,5.821268558502197,0.34414437413215637,5.740035057067871
30,0.36956048011779785,5.721728324890137,0.48369866609573364,5.034853935241699
31,0.37555992603302,5.671765327453613,0.7659255266189575,3.4201459884643555
32,0.37626734375953674,5.645711421966553,0.3603891134262085,5.7448554039001465
33,0.37809276580810547,5.599820613861084,0.5471317768096924,4.659206867218018
34,0.38168662786483765,5.5670695304870605,0.8115568161010742,3.443871021270752
35,0.38083505630493164,5.4957594871521,0.8364217877388,3.2472293376922607
36,0.38462191820144653,5.414880752563477,0.8265223503112793,2.859527826309204
37,0.37443122267723083,5.4892778396606445,0.8840728998184204,2.8852686882019043
38,0.36516836285591125,5.517804145812988,0.8035921454429626,3.923258066177368
39,0.3886536955833435,5.406297206878662,0.7152007818222046,2.51719331741333
40,0.3923492431640625,5.294097423553467,0.7845174074172974,3.6103498935699463
41,0.3927112817764282,5.284738540649414,0.8836432099342346,3.3847765922546387
42,0.39422082901000977,5.236080169677734,0.6454662680625916,4.415013313293457
43,0.3959553837776184,5.207691669464111,0.8900071978569031,3.738646984100342
44,0.3969554007053375,5.179160118103027,0.4964650869369507,5.466361999511719
45,0.39824169874191284,5.155728816986084,0.7869527339935303,4.133534908294678
46,0.39706361293792725,5.153444766998291,0.7681605815887451,4.677462100982666
47,0.397736519575119,5.139188289642334,0.9425581097602844,3.142627477645874
48,0.3997134268283844,5.111749172210693,0.7091305255889893,4.5293049812316895
49,0.3999304473400116,5.104427814483643,0.7808598279953003,4.914792060852051
50,0.4005557894706726,5.100768566131592,0.9030819535255432,4.2977213859558105
51,0.4014401435852051,5.072489261627197,0.8166107535362244,4.38253116607666
52,0.39832058548927307,5.092450141906738,0.9419800043106079,3.9030113220214844
53,0.39863961935043335,5.084069728851318,0.9445532560348511,3.513406991958618
54,0.4022163450717926,5.0460100173950195,0.9231416583061218,4.334330081939697
55,0.3985923230648041,5.069583892822266,0.8250178694725037,4.4699530601501465
56,0.3994508385658264,5.13380241394043,0.890998363494873,2.9310317039489746
57,0.40233731269836426,5.045722484588623,0.9238283038139343,4.2187724113464355
58,0.39571139216423035,5.083250522613525,0.7812021374702454,5.1989264488220215
59,0.40109652280807495,5.030337333679199,0.9408343434333801,4.021311283111572
60,0.40248721837997437,5.011054515838623,0.9352632164955139,2.639361619949341
61,0.3993523418903351,5.047828197479248,0.8273088335990906,5.031651973724365
62,0.4029805064201355,5.004422664642334,0.8181337714195251,5.624349117279053
63,0.40324562788009644,4.992036819458008,0.854654848575592,5.518153190612793
64,0.4032922387123108,4.986269474029541,0.9330009818077087,4.353322505950928
65,0.4033310115337372,4.981657981872559,0.9403666853904724,2.52292799949646
66,0.4021851420402527,4.990607261657715,0.9194234013557434,4.357857704162598
67,0.4038155674934387,4.9651384353637695,0.954458475112915,3.6112706661224365
68,0.4036972224712372,4.958547592163086,0.9592039585113525,3.558243989944458
69,0.4039537310600281,4.950612545013428,0.8692764639854431,5.096170425415039
70,0.4032662510871887,4.958211898803711,0.9735348224639893,2.7682957649230957
71,0.40418994426727295,4.939655303955078,0.9747495651245117,2.432938814163208
72,0.4042253792285919,4.9318318367004395,0.9791310429573059,2.2901341915130615
73,0.40378355979919434,4.932229518890381,0.9715670943260193,2.5201821327209473
74,0.40442654490470886,4.922774791717529,0.9453916549682617,3.7039759159088135
75,0.4043802320957184,4.918517589569092,0.9710305333137512,2.694261074066162
76,0.40449610352516174,4.912551403045654,0.888588547706604,1.9267476797103882
77,0.4046226143836975,4.909794330596924,0.9784533381462097,1.5889027118682861
78,0.40383321046829224,4.9108686447143555,0.8788687586784363,4.727211952209473
79,0.4046814441680908,4.899179458618164,0.9690735936164856,2.5755093097686768
80,0.4048340618610382,4.894500255584717,0.9705634713172913,1.9251067638397217
81,0.4048045873641968,4.892823219299316,0.9779142737388611,2.3268980979919434
82,0.4047449231147766,4.889766216278076,0.9664900302886963,2.44537353515625
83,0.40436288714408875,4.891183376312256,0.9181608557701111,4.105968952178955
84,0.4050329029560089,4.880791664123535,0.8641868829727173,5.0161237716674805
85,0.40496546030044556,4.879117488861084,0.8017181754112244,5.372008800506592
86,0.40492984652519226,4.876847267150879,0.9813138246536255,1.0266032218933105
87,0.40505367517471313,4.872781753540039,0.9781442284584045,1.2396891117095947
88,0.4047410786151886,4.870565414428711,0.9345558285713196,3.8616435527801514
89,0.4050782322883606,4.866626262664795,0.9811845421791077,1.8399927616119385
90,0.4049961268901825,4.86555290222168,0.9861178398132324,1.8945752382278442
91,0.40520626306533813,4.861179828643799,0.976280689239502,2.260465145111084
92,0.4030224680900574,4.8735480308532715,0.6009341478347778,6.403966426849365
93,0.4051995575428009,4.853465557098389,0.9807927012443542,1.2593942880630493
94,0.40526729822158813,4.849727153778076,0.9372872710227966,3.685556173324585
95,0.4040163457393646,4.859346389770508,0.9887338280677795,0.8894582986831665
96,0.4052560031414032,4.844457149505615,0.9385891556739807,2.9399235248565674
97,0.40485680103302,4.84619140625,0.9862532019615173,1.2367464303970337
98,0.40533360838890076,4.83914041519165,0.894170343875885,4.165400505065918
99,0.4053493142127991,4.834400177001953,0.9891446232795715,1.23050856590271
100,0.40529704093933105,4.832518577575684,0.9822966456413269,0.7487788796424866
101,0.40531888604164124,4.827938556671143,0.9771631956100464,2.4835572242736816
102,0.40504395961761475,4.829564094543457,0.990829348564148,1.2228518724441528
103,0.40531110763549805,4.824442386627197,0.9874942302703857,0.7537816166877747
104,0.4052371382713318,4.8184356689453125,0.8839145302772522,4.265161991119385
105,0.4053615927696228,4.816303253173828,0.9760493040084839,1.8300894498825073
106,0.4042607843875885,4.828874111175537,0.9419302344322205,1.6037956476211548
107,0.40530386567115784,4.811777114868164,0.9746760725975037,3.0092291831970215
108,0.4053896367549896,4.805656433105469,0.9847819209098816,0.9738916158676147
109,0.4054630398750305,4.803873538970947,0.9864116311073303,0.5555970072746277
110,0.40532347559928894,4.803493976593018,0.9774830937385559,1.9666552543640137
111,0.4053388237953186,4.797747611999512,0.9831538796424866,0.5752071142196655
112,0.40101104974746704,4.8424224853515625,0.913866400718689,1.820943832397461
113,0.4049546718597412,4.808906078338623,0.9879681468009949,0.8494242429733276
114,0.4051985740661621,4.796730995178223,0.9467920064926147,3.1149606704711914
115,0.40098947286605835,4.836950778961182,0.9860235452651978,1.1001243591308594
116,0.4051520526409149,4.794392108917236,0.9789724349975586,2.1255760192871094
117,0.4052070379257202,4.78975772857666,0.9710476994514465,0.9957697987556458
118,0.4053332507610321,4.7741899490356445,0.9722949266433716,0.6523118019104004
119,0.4053936004638672,4.76907205581665,0.9669530987739563,2.381486654281616
120,0.4053853452205658,4.77121114730835,0.9782739281654358,2.1104671955108643
121,0.4054967761039734,4.763632297515869,0.9793838858604431,2.5258493423461914
122,0.40548911690711975,4.761972427368164,0.9887444972991943,1.5423879623413086
